,lat,lon,cad,name,type,ele,time,hr
282,31.0576041,121.0350188,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:37.999Z,160.0
283,31.057634,121.0349709,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:39.999Z,160.0
284,31.0576883,121.0349125,89.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:43.000Z,159.0
285,31.0577246,121.034873,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:45.000Z,159.0
286,31.0577645,121.0348077,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:48.000Z,159.0
287,31.0577965,121.0347623,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:50.000Z,159.0
288,31.0578226,121.0347095,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:52.000Z,157.0
289,31.0578535,121.0346672,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:54.000Z,157.0
290,31.0578863,121.0346044,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:56.000Z,157.0
291,31.0579216,121.0345664,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:21:58.000Z,154.0
292,31.0579517,121.0345179,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:00.000Z,154.0
293,31.0580005,121.0344649,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:02.000Z,154.0
294,31.0580285,121.0344085,87.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:04.000Z,154.0
295,31.0580683,121.0343746,87.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:06.000Z,154.0
296,31.0581142,121.0343122,87.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:08.000Z,155.0
297,31.0581591,121.0342657,85.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:10.000Z,155.0
298,31.0581468,121.0343417,89.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:13.000Z,157.0
299,31.0581073,121.0344094,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:16.000Z,157.0
300,31.0580666,121.0344513,83.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:18.000Z,157.0
301,31.0580236,121.0344946,82.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:20.000Z,157.0
302,31.0580001,121.0345404,85.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:22.000Z,158.0
303,31.057965,121.034574,85.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:24.000Z,158.0
304,31.0579382,121.0346211,83.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:26.000Z,158.0
305,31.0578996,121.034653,83.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:28.000Z,156.0
306,31.0578637,121.0347118,85.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:30.000Z,156.0
307,31.0578409,121.0347578,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:32.000Z,156.0
308,31.0578082,121.0348089,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:34.000Z,156.0
309,31.057772,121.0348465,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:36.000Z,156.0
310,31.057744,121.0348893,86.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:38.000Z,156.0
311,31.0577176,121.0349367,87.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:40.000Z,156.0
312,31.0576872,121.0349841,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:42.000Z,156.0
313,31.0576536,121.0350227,89.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:44.000Z,156.0
314,31.0576185,121.0350683,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:46.000Z,156.0
315,31.0575718,121.0351178,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:48.000Z,155.0
316,31.0575239,121.0351528,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:50.000Z,155.0
317,31.0574684,121.0351868,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:52.000Z,154.0
318,31.057407,121.035207,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:54.000Z,154.0
319,31.057349,121.0352292,93.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:56.000Z,154.0
320,31.0572922,121.0352626,96.0,Saturday Morning Run,running,6.0,2023-07-01T02:22:58.000Z,155.0
321,31.0572391,121.0352992,93.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:00.000Z,155.0
322,31.0571913,121.0353386,86.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:02.000Z,155.0
323,31.0571456,121.0353786,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:04.000Z,155.0
324,31.0571084,121.0354163,95.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:06.000Z,155.0
325,31.0570618,121.0354754,94.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:09.000Z,154.0
326,31.0570343,121.0355193,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:11.000Z,154.0
327,31.0570034,121.0355617,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:13.000Z,152.0
328,31.0569586,121.0356124,88.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:15.000Z,152.0
329,31.0569106,121.0356611,92.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:17.000Z,152.0
330,31.056878,121.035719,95.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:19.000Z,152.0
331,31.0568559,121.035783,91.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:21.000Z,152.0
332,31.0568245,121.0358376,90.0,Saturday Morning Run,running,8.0,2023-07-01T02:23:23.000Z,152.0
333,31.0567996,121.0358887,90.0,Saturday Morning Run,running,8.0,2023-07-01T02:23:25.000Z,152.0
334,31.0567548,121.0359425,90.0,Saturday Morning Run,running,8.0,2023-07-01T02:23:27.000Z,161.0
335,31.0567136,121.0359829,89.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:29.000Z,161.0
336,31.0566787,121.0360219,89.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:31.000Z,164.0
337,31.0566361,121.0360703,86.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:33.000Z,164.0
338,31.0565932,121.0361321,89.0,Saturday Morning Run,running,7.0,2023-07-01T02:23:35.000Z,164.0
339,31.0565515,121.0361873,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:37.000Z,164.0
340,31.0565132,121.0362419,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:39.000Z,164.0
341,31.0564715,121.0362921,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:41.000Z,164.0
342,31.0564506,121.0363507,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:43.000Z,164.0
343,31.0564471,121.0364327,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:45.000Z,164.0
344,31.0564337,121.0364985,89.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:47.000Z,164.0
345,31.0564118,121.0365519,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:49.000Z,164.0
346,31.0563887,121.036608,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:51.000Z,165.0
347,31.0563791,121.0366683,92.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:53.000Z,165.0
348,31.0563681,121.0367304,93.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:55.000Z,165.0
349,31.0563347,121.0367827,93.0,Saturday Morning Run,running,6.0,2023-07-01T02:23:57.000Z,165.0
350,31.056279,121.0368353,94.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:00.000Z,165.0
351,31.0562324,121.036892,93.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:03.000Z,165.0
352,31.0561979,121.0369509,93.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:05.000Z,165.0
353,31.0561567,121.0369988,88.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:07.000Z,166.0
354,31.0561129,121.0370417,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:09.000Z,166.0
355,31.0560724,121.0370907,89.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:11.000Z,166.0
356,31.0560314,121.0371331,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:13.000Z,164.0
357,31.0560046,121.0371884,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:15.000Z,164.0
358,31.0559565,121.0372359,91.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:17.000Z,163.0
359,31.0559227,121.0372737,90.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:19.000Z,163.0
360,31.0558889,121.0373194,86.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:21.000Z,163.0
361,31.0558489,121.0373489,81.0,Saturday Morning Run,running,6.0,2023-07-01T02:24:23.000Z,163.0
